year,month,day,data,median,LB,UB
2022,9,15,5091,5091,5091,5091
2022,9,22,3339,3349.9363294684,1594.10973779539,4961.9098817675
2022,9,29,3110,2945.63516787283,1410.76188245986,4540.88722151991
2022,10,6,1544,2193.80532541444,759.048670231799,3560.20783683154
2022,10,13,2607,1876.23000588988,528.228495117749,3213.17492578662
2022,10,20,1624,1595.54168406822,349.164472566244,2875.25247044532
2022,10,27,1165,1382.35338189646,108.145214039444,2657.90463084366
2022,11,3,1305,1196.56473999842,-0,2501.66718002952
2022,11,10,1105,1032.57938348231,-0,2358.16050756873
2022,11,17,845,937.700255499632,-0,2152.99699140081
2022,11,24,NaN,807.286907396232,-0,2066.38701959803
2022,12,1,NaN,710.938070610988,-0,2005.839875903
2022,12,8,NaN,623.446793263557,-0,2007.46578793614
2022,12,15,NaN,556.510610499198,-0,1911.09669363612
