year,month,day,data,median,LB,UB
2022,9,15,136,136,136,136
2022,9,22,66,59.4909748303644,11.968549558731,109.657440040088
2022,9,29,60,51.9845954089715,9.60357021357642,93.5783104002277
2022,10,6,30,44.4597789917945,3.88026667157519,83.6568371144878
2022,10,13,38,37.3566235541024,-0,76.2592811404562
2022,10,20,40,32.1699988300972,-0,71.468205347714
2022,10,27,0,26.8821389301404,-0,66.429227008419
2022,11,3,19,22.4720731304436,-0,62.245957971233
2022,11,10,56,18.5677537399677,-0,58.0088391996749
2022,11,17,13,15.4059243301025,-0,57.3422030320761
2022,11,24,NaN,13.2386237623703,-0,54.5010922791706
2022,12,1,NaN,10.7519842814167,-0,54.4101412231152
2022,12,8,NaN,8.81946213293635,-0,50.6746387121164
2022,12,15,NaN,8.20451751667736,-0,52.1493905998197
