year,month,day,data,median,LB,UB
2022,9,15,110,110,110,110
2022,9,22,27,37.4963751331484,13.5574531623485,63.2210764192799
2022,9,29,29,36.2325649911331,12.4726083900633,60.1801045306169
2022,10,6,44,30.9008086638809,7.29354324656708,53.7617009831247
2022,10,13,41,24.1493602772964,1.48772753975057,46.7966670031856
2022,10,20,10,17.3675374348768,-0,40.0650556558002
2022,10,27,0,12.5786242114293,-0,34.6143109010829
2022,11,3,3,8.40721776391219,-0,31.1210166199736
2022,11,10,5,5.59474180398769,-0,27.9237592272388
2022,11,17,2,3.73741143429616,-0,25.4262626698447
2022,11,24,NaN,2.39814131901454,-0,23.5773283453594
2022,12,1,NaN,2.02752230526227,-0,22.7090642248127
2022,12,8,NaN,1.04212411052717,-0,22.3195759194034
2022,12,15,NaN,1.07007960670389,-0,22.2067068992732
