year,month,day,data,median,LB,UB
2022,9,15,136,136,136,136
2022,9,22,66,68.7176527759016,0.0131657723168424,136.972524808424
2022,9,29,60,53.5577220215847,-0,112.694293220385
2022,10,6,30,39.1154349286673,-0,97.6041656644348
2022,10,13,38,29.6881842519646,-0,90.9953170539916
2022,10,20,40,25.7868044234856,-0,81.9141638775518
2022,10,27,0,26.4161214758401,-0,82.9733171004649
2022,11,3,19,29.1424054740996,-0,94.2955663131303
2022,11,10,56,27.9896451471189,-0,91.4873344669948
2022,11,17,13,25.7133374356733,-0,94.2144033869974
2022,11,24,NaN,20.1925648649487,-0,103.076608485481
2022,12,1,NaN,15.6221018869062,-0,144.851379391328
2022,12,8,NaN,13.2192415441667,-0,235.859547287248
2022,12,15,NaN,10.2125205590542,-0,373.060407386703
