year,month,day,data,median,LB,UB
2022,9,15,890,890,890,890
2022,9,22,515,519.12087200643,404.615023654023,635.694290660653
2022,9,29,495,458.559653878163,353.759706035206,560.327391034992
2022,10,6,432,399.332688369591,295.415898613949,500.629292613457
2022,10,13,264,346.037946802248,244.855345890292,445.979667243277
2022,10,20,301,297.360580484884,198.188559795927,395.216041416275
2022,10,27,200,254.186851379406,157.317623829607,354.40347584429
2022,11,3,249,218.314321803356,119.913888425266,319.756865449552
2022,11,10,180,187.374768190416,84.8419236774879,288.165207711543
2022,11,17,221,160.156033373784,59.1291952648628,262.117794601336
2022,11,24,NaN,136.05220275594,32.9190700248988,239.210749594108
2022,12,1,NaN,117.088945088112,11.172002228631,218.94324204491
2022,12,8,NaN,99.9814750677422,-0,202.762288585469
2022,12,15,NaN,85.5088994558673,-0,182.653894843032
