year,month,day,data,median,LB,UB
2022,9,15,37,37,37,37
2022,9,22,30,28.2352284074437,14.887143897354,43.1266357316681
2022,9,29,16,20.8911414886994,8.73701284702559,33.4491109732409
2022,10,6,20,13.3545697404087,1.32285306263174,24.7232995858476
2022,10,13,5,8.53323151391304,-0,20.2281092308937
2022,10,20,6,5.58740571511665,-0,16.6871437711549
2022,10,27,6,3.53093100815125,-0,14.8024747142423
2022,11,3,2,2.55508855490549,-0,13.3075196911882
2022,11,10,1,1.68034410507687,-0,12.0982070646072
2022,11,17,0,1.17491695671438,-0,12.1167282998336
2022,11,24,NaN,0.726777538417026,-0,11.1616028186841
2022,12,1,NaN,0.754701967147564,-0,11.2090860142387
2022,12,8,NaN,0.534130439213103,-0,11.1064761520027
2022,12,15,NaN,0.275444038313228,-0,10.6790143652559
