year,month,day,data,median,LB,UB
2022,9,22,1129,1129,1129,1129
2022,9,29,1224,876.436581531275,206.820000786251,1531.83579566123
2022,10,6,201,766.466674703795,162.528214631114,1368.3032098191
2022,10,13,773,622.908214938664,-0,1212.71430067053
2022,10,20,442,475.795637186676,-0,1065.19313068111
2022,10,27,512,353.858848499953,-0,947.893436090029
2022,11,3,211,265.578411358889,-0,839.904100143533
2022,11,10,269,192.986316116289,-0,755.8107575799
2022,11,17,200,152.900113658442,-0,701.99881041942
2022,11,24,49,101.706725399236,-0,669.005222775913
2022,12,1,NaN,81.0505007716947,-0,641.150911858273
2022,12,8,NaN,63.4440542945189,-0,628.176195975161
2022,12,15,NaN,37.8058184887035,-0,613.17540905269
2022,12,22,NaN,42.4555753139531,-0,584.678860862238
