year,month,day,data,median,LB,UB
2022,9,22,26,26,26,26
2022,9,29,11,10.4023342393892,-0,29.9231948082972
2022,10,6,10,10.258798337413,-0,28.5481985114045
2022,10,13,0,9.77592623868439,-0,27.1552289707688
2022,10,20,25,8.48401660326914,-0,26.320257556607
2022,10,27,0,7.56985994798862,-0,24.8660438022123
2022,11,3,9,6.27101094862709,-0,23.0952966242451
2022,11,10,1,5.02883166653121,-0,22.4697954291845
2022,11,17,4,4.61908778667958,-0,22.4018869407332
2022,11,24,7,3.92293552245327,-0,21.9817679635584
2022,12,1,NaN,3.3024100598461,-0,21.3696590121745
2022,12,8,NaN,3.11341795688377,-0,21.9262281937518
2022,12,15,NaN,2.56659547282267,-0,23.2632334231758
2022,12,22,NaN,2.42175910880011,-0,22.8967832177298
