year,month,day,data,median,LB,UB
2022,9,22,515,515,515,515
2022,9,29,495,464.862639717927,346.930456128695,584.428885760653
2022,10,6,432,407.094397748241,301.906090334733,514.9052185196
2022,10,13,264,350.497624112263,249.669267270866,455.215386760393
2022,10,20,301,300.96716667738,199.068443388417,403.03852482178
2022,10,27,200,255.971988107894,152.845863329595,356.514010978069
2022,11,3,249,214.866870023012,112.591296028109,318.385606472115
2022,11,10,180,183.609811281585,78.5424694581253,287.815178996122
2022,11,17,221,154.579725833308,51.4905912611404,258.061425981588
2022,11,24,122,129.921136652441,27.6473617459103,236.561267721044
2022,12,1,NaN,110.658390428943,5.58582200698861,212.32777869737
2022,12,8,NaN,93.6256210007508,-0,197.493218070013
2022,12,15,NaN,78.5434237279415,-0,179.581699697726
2022,12,22,NaN,66.7683468673691,-0,167.595571462551
