year,month,day,data,median,LB,UB
2022,9,22,3339,3339,3339,3339
2022,9,29,3110,2820.2718300176,1258.18517397439,4528.10891091124
2022,10,6,1544,2449.90925581647,954.45074469445,3888.99686228077
2022,10,13,2607,2015.49269163385,612.633937555606,3431.03467700521
2022,10,20,1624,1648.61514247754,256.720932334275,3061.89577061745
2022,10,27,1165,1346.04860233877,-0,2729.14856092158
2022,11,3,1305,1114.07002700897,-0,2564.41363057056
2022,11,10,1105,934.09384743684,-0,2331.14131139122
2022,11,17,845,839.763604950365,-0,2219.54360320394
2022,11,24,493,773.932804748368,-0,2338.03257689315
2022,12,1,NaN,714.798487770746,-0,3138.20500269386
2022,12,8,NaN,696.51417604103,-0,6854.07075308342
2022,12,15,NaN,635.378032839508,-0,16204.0425744447
2022,12,22,NaN,600.348375401921,-0,39537.2320074569
