year,month,day,data,median,LB,UB
2022,9,22,3339,3339,3339,3339
2022,9,29,3110,2538.41502719981,1506.89846710033,3638.40308904101
2022,10,6,1544,2404.83629942237,1405.1059296198,3402.74322768181
2022,10,13,2607,2103.7708457813,1125.27253854981,3062.2417258046
2022,10,20,1624,1773.2297247107,813.817809320926,2718.08315328979
2022,10,27,1165,1453.90674042915,497.002770593448,2397.07530385706
2022,11,3,1305,1173.21623745443,237.707049200023,2123.52513939873
2022,11,10,1105,921.304642813171,-0,1892.89257307298
2022,11,17,845,740.836090805337,-0,1714.91595220577
2022,11,24,493,574.961768991012,-0,1533.30959722059
2022,12,1,NaN,459.129089814042,-0,1412.00801760602
2022,12,8,NaN,355.319414025193,-0,1306.63826932793
2022,12,15,NaN,296.057990770746,-0,1222.76638433296
2022,12,22,NaN,223.910610579052,-0,1134.68246358374
