fcst$mean,lower.10%,lower.20%,lower.30%,lower.40%,lower.50%,lower.60%,lower.70%,lower.80%,lower.90%,fcst$lower.95%,lower.98%,upper.10%,upper.20%,upper.30%,upper.40%,upper.50%,upper.60%,upper.70%,upper.80%,upper.90%,fcst$upper.95%,upper.98%
0,0,0,0,0,0,0,0,0,0,0,0,53.5750172254296,108.013130164577,164.27924052815,223.575245725794,287.564958433928,358.820538012843,441.877618574148,546.382391384944,701.27420724583,835.619757872386,991.825494022603
0,0,0,0,0,0,0,0,0,0,0,0,75.7665159645747,152.753633593115,232.325929971262,316.183144716315,406.678264280516,507.448871315774,624.909321096685,772.701388138432,991.751494829494,1181.74479457005,1402.65306515416
0,0,0,0,0,0,0,0,0,0,0,0,92.7946518508218,187.084229329598,284.539991223584,387.243684911771,498.077118483995,621.495402637444,765.354486097965,946.362062239706,1214.64255698736,1447.33587644338,1717.89214788925
0,0,0,0,0,0,0,0,0,0,0,0,107.150034450859,216.026260329154,328.5584810563,447.150491451587,575.129916867856,717.641076025686,883.755237148296,1092.76478276989,1402.54841449166,1671.23951574477,1983.65098804521
