month,day,data,median,LB,UB
8,25,117,117,117,117
9,1,44,42.2406929283485,33.3619814963504,51.4679933616743
9,8,37,40.4294555526765,31.6197225573429,49.2383857984682
9,15,37,35.0888232013465,26.4238593679318,43.6738304339968
9,22,30,27.729482503295,19.3068536811983,36.2054199080404
9,29,16,20.5280706091187,12.2542674930831,28.9229376438782
10,6,20,14.3472621185142,6.29260131700803,22.6763441832748
10,13,5,9.66432036075062,1.58648891634969,17.5203822370718
10,20,6,6.24326263779141,-0,14.396752975483
10,27,6,4.07692777064713,-0,12.1285829457261
11,3,NaN,2.66237243117648,-0,10.3439108488077
11,10,NaN,1.81394662875208,-0,9.45705006965972
11,17,NaN,1.19415970945885,-0,8.82537652109868
11,24,NaN,0.825985369357861,-0,8.15975524883349
