year,month,day,data,median,LB,UB
2022,9,29,3110,3110,3110,3110
2022,10,6,1544,1869.93937725871,1051.99057107092,2685.31398303345
2022,10,13,2607,1924.31643736745,1149.44873468383,2684.25152486529
2022,10,20,1624,1802.69973920179,1078.00558891309,2569.34736266767
2022,10,27,1165,1582.3047249238,848.120351268722,2329.76402283645
2022,11,3,1305,1303.39763042101,570.008545945855,2049.20333215465
2022,11,10,1106,1044.10253302135,301.004592696833,1771.02999180068
2022,11,17,845,807.726621780567,68.3542849319924,1560.92620878644
2022,11,24,750,610.518264279616,-0,1344.99170393032
2022,12,1,605,457.119874281177,-0,1201.70634971319
2022,12,8,NaN,336.969121265323,-0,1059.51773403968
2022,12,15,NaN,254.686190323423,-0,966.60564006679
2022,12,22,NaN,190.829260561478,-0,904.196437778429
2022,12,29,NaN,131.752487092918,-0,850.01814485908
