year,month,day,data,median,LB,UB
2022,9,29,19,19,19,19
2022,10,6,0,13.7505558533168,-0,39.7946859056347
2022,10,13,32,13.5653148709902,-0,36.7379433323973
2022,10,20,12,11.9307108828121,-0,34.3562009820854
2022,10,27,3,10.1988066851927,-0,31.8968601694311
2022,11,3,0,7.76821327329021,-0,29.0826137263876
2022,11,10,9,6.21284284934265,-0,26.7505648327298
2022,11,17,10,4.70994134057931,-0,25.9223148278489
2022,11,24,5,3.74229341774586,-0,24.7829963207668
2022,12,1,5,2.96670525167508,-0,24.064434935986
2022,12,8,NaN,2.26356478213005,-0,23.5197968001052
2022,12,15,NaN,1.95288804771694,-0,23.8800321909398
2022,12,22,NaN,1.76670548433565,-0,23.8333317105128
2022,12,29,NaN,1.36792176070441,-0,24.2362390730626
