year,month,day,data,median,LB,UB
2022,9,29,16,16,16,16
2022,10,6,20,19.8343704576899,16.3568114860292,23.236432104995
2022,10,13,5,5.05797477734355,2.11956823391733,8.37587858134722
2022,10,20,6,6.22988508346152,3.09262003738857,9.42034499236054
2022,10,27,6,5.23554483643929,2.13653896240704,8.25596886612762
2022,11,3,2,2.77409125627411,-0,5.74283627302439
2022,11,10,1,1.20107384502468,-0,3.81166588547138
2022,11,17,0,0.493128168404504,-0,3.06798112492487
2022,11,24,0,0.213628154458998,-0,2.71701950059594
2022,12,1,2,0.0921461785062927,-0,2.57802317306276
2022,12,8,NaN,0.0282258543088725,-0,2.51967498343714
2022,12,15,NaN,-0.0354434675601704,-0,2.52891734038198
2022,12,22,NaN,0.0147190482781799,-0,2.50482845088693
2022,12,29,NaN,0.0186331617148101,-0,2.46267682081166
