year,month,day,data,median,LB,UB
2022,9,29,11,11,11,11
2022,10,6,10,8.88779762778351,-0,27.6913025102479
2022,10,13,0,9.53291932857003,-0,27.8333385821827
2022,10,20,25,9.41261821770726,-0,27.1263385557832
2022,10,27,0,8.12218820320154,-0,25.5343916597644
2022,11,3,9,6.9441702485219,-0,24.3335685356153
2022,11,10,1,5.85304095885019,-0,23.1027958763783
2022,11,17,4,4.45500764929368,-0,21.8288242672744
2022,11,24,7,3.60002121983352,-0,21.5090123002614
2022,12,1,3,3.34634663646889,-0,20.6568468099126
2022,12,8,NaN,2.64799413874382,-0,20.6334093128005
2022,12,15,NaN,2.40649279417816,-0,20.6982054343206
2022,12,22,NaN,1.93284692972382,-0,20.5608768809396
2022,12,29,NaN,1.83596526748376,-0,21.0659543181151
