year,month,day,data,median,LB,UB
2022,9,29,29,29,29,29
2022,10,6,44,46.6011999483468,37.478328033011,56.4113284591944
2022,10,13,41,37.681726202704,28.4745347650518,46.8792515555382
2022,10,20,10,14.2041441267371,5.8381495401778,22.7015347788027
2022,10,27,0,3.84765135368075,-0,11.325146629493
2022,11,3,3,1.17904621239721,-0,8.00937211576475
2022,11,10,5,0.297204851022443,-0,7.15224988089191
2022,11,17,2,0.102965621294017,-0,6.73528327246557
2022,11,24,3,0.101116832856884,-0,6.85241257619723
2022,12,1,3,0.0214470021061771,-0,7.09251203905069
2022,12,8,NaN,-0.0516740885205517,-0,6.92986194351195
2022,12,15,NaN,0.0387138284744991,-0,6.78655051115927
2022,12,22,NaN,-0.0643128282426991,-0,6.95195971052282
2022,12,29,NaN,-0.0394976028536221,-0,7.08144571435741
